Signal,Maximum Amplitude,Mean,S.D,Energy,Average Power,Label
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.001
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000393,0.0006242182407644187,0.002176,2.719660042494688e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038625,0.0006298095764003842,0.002183,2.72840894888139e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000378,0.0006969486597724324,0.0025140000000000006,3.142107236595426e-07,No Movement
"0       0.000
1       0.000
2      -0.001
3      -0.002
4      -0.001
        ...  
3995   -0.001
3996   -0.002
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038975,0.0007021169272599018,0.0025789999999999997,3.2233470816147977e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036575,0.0007490775772937014,0.0027790000000000002,3.47331583552056e-07,No Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000364,0.0007305049002931727,0.002664,3.329583802024747e-07,No Movement
"0       0.000
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037975,0.0007149599495302923,0.002621,3.2758405199350083e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037600000000000003,0.0007079896272743564,0.0025700000000000002,3.2120984876890393e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038525,0.0006913406725206976,0.0025050000000000003,3.1308586426696666e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.000388,0.0006415285572150554,0.002248,2.8096487939007626e-07,No Movement
"0      -0.001
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.000386,0.0006161159791183242,0.0021139999999999996,2.6421697287839015e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003935,0.0006428538444050222,0.0022719999999999997,2.839645044369453e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00039275000000000003,0.0006990132991568183,0.002571,3.213348331458568e-07,No Movement
"0       0.000
1       0.000
2      -0.001
3       0.000
4      -0.001
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998    0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003875,0.0007151724392791407,0.0026460000000000003,3.307086614173229e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.000
3997    0.000
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038075,0.0007227793854351427,0.002669,3.3358330208723906e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003605,0.0007318973072891472,0.0026620000000000003,3.32708411448569e-07,No Movement
"0       0.0
1       0.0
2       0.0
3       0.0
4       0.0
       ... 
3995    0.0
3996    0.0
3997    0.0
3998    0.0
3999    0.0
Name: 2, Length: 4000, dtype: float64",0.001,-0.00039525,0.0006592693656800163,0.002363,2.9533808273965757e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.002
3997   -0.001
3998   -0.001
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.002,-0.000375,0.0006074267378132548,0.002038,2.5471816022997123e-07,No Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.0003725,0.0006323319626017112,0.002154,2.6921634795650545e-07,No Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00039075,0.0006447234714113076,0.002273,2.8408948881389823e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.0003885,0.0006976312939910228,0.00255,3.187101612298463e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00039675,0.0006953130967957125,0.002563,3.2033495813023375e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037150000000000003,0.0006442759679521813,0.002212,2.7646544181977253e-07,No Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037275000000000003,0.0006248240062287059,0.002117,2.645919260092488e-07,No Movement
"0       0.000
1       0.000
2       0.001
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.0003855,0.000648841273925825,0.002278,2.8471441069866266e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038225,0.0006282782989290863,0.002163,2.7034120734908134e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.000378,0.0006732230739709029,0.002384,2.97962754655668e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.000
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036675,0.0006891031514137213,0.002437,3.0458692663417073e-07,No Movement
"0      -0.001
1       0.000
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038575,0.0006297190437159295,0.0021809999999999998,2.725909261342332e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.000
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038,0.0006290460434111185,0.00216,2.6996625421822273e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038875,0.0006474783738173348,0.002281,2.850893638295213e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.002
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036975,0.0006983243169995788,0.002497,3.1208598925134357e-07,No Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.001
4      -0.002
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038725,0.0007227849209899876,0.0026890000000000004,3.3608298962629676e-07,No Movement
"0       0.0
1       0.0
2       0.0
3       0.0
4       0.0
       ... 
3995    0.0
3996    0.0
3997    0.0
3998    0.0
3999    0.0
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037775,0.0007146206043433383,0.002613,3.2658417697787774e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.001
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000372,0.0006524740842421651,0.002256,2.819647544056993e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038325,0.0006232708513467757,0.0021409999999999997,2.6759155105611794e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000392,0.0006568438634601387,0.00234,2.924634420697413e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.002
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000381,0.0007130681009056094,0.002614,3.2670916135483064e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00036425,0.0006849738935234701,0.0024070000000000003,3.0083739532558434e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038025,0.0007551837611656398,0.0028590000000000004,3.5733033370828654e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000369,0.0007245483024344479,0.002644,3.304586926634171e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.002
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038425,0.0006791297680196714,0.002435,3.0433695788026497e-07,No Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037375,0.0006282193903411452,0.002137,2.6709161354830647e-07,No Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003775,0.0006615157978368294,0.00232,2.8996375453068366e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003725,0.0007677181108808386,0.002912,3.6395450568678915e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000375,0.0007351939387208541,0.0027240000000000003,3.404574428196476e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003605,0.0006940174097537182,0.0024460000000000003,3.057117860267467e-07,No Movement
"0      -0.001
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00036025,0.0006058561734650654,0.001987,2.4834395700537434e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037775,0.00062181315553798,0.002117,2.645919260092488e-07,No Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003445,0.0007179474995799054,0.002536,3.1696037995250597e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3995   -0.001
3996   -0.002
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.0003845,0.0006710233364641798,0.002392,2.989626296712911e-07,No Movement
"0      -0.001
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003815,0.0006753308581295435,0.002406,3.0071241094863143e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037925000000000003,0.000718365122770032,0.002639,3.2983377077865267e-07,No Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000388,0.0006961157549474596,0.0025399999999999997,3.1746031746031743e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00039,0.0006538401002685442,0.002318,2.897137857767779e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038525,0.0006487970961078506,0.0022770000000000004,2.8458942632170985e-07,No Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037875,0.000665514210810857,0.0023450000000000003,2.9308836395450574e-07,No Movement
"0      -0.001
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000379,0.0006468876377733431,0.002248,2.8096487939007626e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4      -0.001
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038475,0.0006475509771956312,0.002269,2.8358955130608676e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000378,0.0006683769010973375,0.002358,2.9471316085489315e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037775,0.0006508923510943867,0.0022650000000000005,2.830896137982753e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037825,0.0006590034209905282,0.0023090000000000003,2.88588926384202e-07,No Movement
"0       0.0
1       0.0
2       0.0
3       0.0
4       0.0
       ... 
3995    0.0
3996    0.0
3997    0.0
3998    0.0
3999    0.0
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037125,0.000662218295403934,0.0023049999999999998,2.8808898887639044e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.001
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.0003785,0.0006044245877448796,0.0020340000000000002,2.5421822272215977e-07,No Movement
"0       0.0
1       0.0
2       0.0
3       0.0
4       0.0
       ... 
3995    0.0
3996    0.0
3997    0.0
3998    0.0
3999    0.0
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036625,0.0006459220086901573,0.002205,2.7559055118110235e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.001
3997    0.002
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000369,0.000709552581713684,0.002558,3.197100362454693e-07,No Movement
"0       0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037825,0.0007157548559062931,0.002621,3.2758405199350083e-07,No Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.002
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000377,0.000673412482133182,0.0023820000000000004,2.977127859017623e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4      -0.001
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038,0.0006424197816023013,0.002228,2.784651918510186e-07,No Movement
"0      -0.001
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037600000000000003,0.0006470924834755405,0.00224,2.7996500437445317e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036725,0.0006942607125455438,0.002467,3.083364579427572e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3      -0.001
4       0.000
        ...  
3995    0.001
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00035150000000000003,0.0007249683750248673,0.0025960000000000002,3.244594425696788e-07,No Movement
"0       0.000
1      -0.001
2      -0.002
3      -0.002
4      -0.002
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998   -0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00036975,0.0007743932196982865,0.002945,3.6807899012623426e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3       0.000
4      -0.001
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00032525,0.0006954015626480382,0.002357,2.945881764779403e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00035275,0.0006402498867468622,0.002137,2.6709161354830647e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038125,0.0006332445713717513,0.002185,2.7309086364204475e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3       0.000
4      -0.002
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038925,0.0006998977794831409,0.002565,3.205849268841395e-07,No Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000375,0.0007207668667600189,0.00264,3.2995875515560557e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00036975,0.0006596542453671148,0.002287,2.858392700912386e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.001
        ...  
3995   -0.002
3996   -0.001
3997   -0.001
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037125,0.0005779333345938861,0.0018869999999999998,2.3584551931008622e-07,No Movement
"0       0.000
1       0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.001
3997    0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.000378,0.0006314393707393687,0.002166,2.7071616047994e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998    0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00038325,0.0007099263598142344,0.0026030000000000003,3.25334333208349e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00035600000000000003,0.0007140668546209221,0.002546,3.1821022372203476e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00037025000000000003,0.0006646618548896396,0.002315,2.8933883264591923e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00036025,0.0006573263702220134,0.002247,2.8083989501312335e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036425,0.0006543538662264948,0.002243,2.8033995750531184e-07,No Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00035775,0.0006847497046655149,0.0023870000000000002,2.983377077865267e-07,No Movement
"0      -0.001
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.000362,0.0006576960856164942,0.002254,2.8171478565179354e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.001
3998    0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038225,0.0006551658172264602,0.002301,2.875890513685789e-07,No Movement
"0       0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037425,0.000644430570496192,0.002221,2.775903012123484e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003735,0.0006746195430625847,0.002378,2.9721284839395074e-07,No Movement
"0       0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00038500000000000003,0.0006441107976737542,0.002252,2.814648168978878e-07,No Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.00035175,0.0006305722344313211,0.002085,2.6059242594675667e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.002
3998   -0.002
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036075,0.000695507275369944,0.0024549999999999997,3.0683664541932257e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00036175,0.0006591627730616677,0.002261,2.8258967629046367e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996    0.000
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037575,0.000647816991297352,0.002243,2.8033995750531184e-07,No Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003685,0.0006521610832605928,0.0022440000000000003,2.8046494188226474e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.002
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.001,-0.0003735,0.0006889240916828394,0.002456,3.069616297962754e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.002,-0.00037575,0.0006958325827710366,0.0025009999999999998,3.125859267591551e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.002,-0.0003655,0.0006249058943906762,0.0020959999999999998,2.619672540932383e-07,No Movement
