Signal,Maximum Amplitude,Mean,S.D,Energy,Average Power,Label
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.000498625343664084,0.00124018571586982,0.007147,8.930401099587655e-07,No Movement
"0       0.001
1       0.000
2       0.000
3       0.000
4       0.001
        ...  
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005176205948512871,0.0011585559706012247,0.0064410000000000005,8.048231913032614e-07,No Movement
"0       0.000
1       0.001
2       0.000
3       0.000
4       0.001
        ...  
3996    0.001
3997    0.001
3998    0.001
3999    0.001
4000    0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0004943764058985253,0.0012060393307364314,0.006796,8.491815569161564e-07,No Movement
"0       0.002
1       0.002
2       0.002
3       0.002
4       0.002
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005036240939765059,0.0011511078848914793,0.006315,7.890790953392478e-07,No Movement
"0       0.001
1       0.000
2       0.001
3       0.001
4       0.001
        ...  
3996    0.001
3997    0.002
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004981254686328418,0.0011625656907262001,0.006399,7.995751593152568e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3996    0.002
3997    0.002
3998    0.002
3999    0.002
4000    0.002
Name: 2, Length: 4001, dtype: float64",0.004,-0.000524868782804299,0.0016719581002608119,0.012284,1.5349244033487442e-06,No Movement
"0       0.002
1       0.002
2       0.002
3       0.001
4       0.002
        ...  
3996    0.002
3997    0.002
3998    0.002
3999    0.002
4000    0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004843789052736816,0.001357872755597851,0.008313999999999998,1.0388604273397475e-06,No Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.003
4000   -0.003
Name: 2, Length: 4001, dtype: float64",0.001,-0.0006220944763809048,0.000832857558092608,0.004323,5.401724353367486e-07,No Movement
"0       0.002
1       0.002
2       0.002
3       0.002
4       0.002
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005448637840539865,0.0017584223718124657,0.013555999999999999,1.6938648006997375e-06,No Movement
"0       0.000
1       0.001
2       0.002
3       0.001
4       0.001
        ...  
3996    0.003
3997    0.003
3998    0.004
3999    0.004
4000    0.003
Name: 2, Length: 4001, dtype: float64",0.005,-0.0005338665333666584,0.0017426747462398727,0.013288000000000001,1.6603773584905662e-06,No Movement
"0       0.004
1       0.004
2       0.004
3       0.004
4       0.004
        ...  
3996    0.007
3997    0.007
3998    0.006
3999    0.007
4000    0.007
Name: 2, Length: 4001, dtype: float64",0.009,-0.0004921269682579355,0.0034770678020244346,0.049329000000000005,6.1638135699112835e-06,No Movement
"0       0.006
1       0.006
2       0.007
3       0.006
4       0.005
        ...  
3996    0.004
3997    0.003
3998    0.003
3999    0.003
4000    0.003
Name: 2, Length: 4001, dtype: float64",0.008,-0.0004698825293676581,0.0034961629268667103,0.049776,6.2196676246407595e-06,No Movement
"0       0.003
1       0.003
2       0.002
3       0.002
4       0.003
        ...  
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005561109722569357,0.001974946397166789,0.016839,2.104085967762089e-06,No Movement
"0      -0.001
1      -0.001
2       0.000
3      -0.001
4      -0.001
        ...  
3996    0.002
3997    0.002
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.000540864783804049,0.0015171987845902096,0.010377999999999998,1.296763713607397e-06,No Movement
"0       0.002
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3996    0.001
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.005,-0.00048462884278930267,0.0013881016419765109,0.008646999999999998,1.0804698238160688e-06,No Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4       0.000
        ...  
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005323669082729317,0.0013410871043092853,0.008328,1.040609771335749e-06,No Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.002
4      -0.002
        ...  
3996    0.001
3997    0.000
3998    0.001
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005243689077730567,0.0012940125609409794,0.007797999999999999,9.74384605772835e-07,No Movement
"0       0.000
1      -0.001
2       0.000
3      -0.001
4      -0.002
        ...  
3996    0.005
3997    0.005
3998    0.004
3999    0.004
4000    0.004
Name: 2, Length: 4001, dtype: float64",0.009,-0.0004601349662584354,0.0017435518007158706,0.013007000000000001,1.6252655254279646e-06,No Movement
"0      -0.003
1      -0.002
2      -0.003
3      -0.002
4      -0.003
        ...  
3996   -0.003
3997   -0.003
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.004,-0.0006670832291927019,0.0015502060235082207,0.011393,1.423591153317506e-06,No Movement
"0       0.003
1       0.004
2       0.004
3       0.003
4       0.003
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.008,-0.00045238690327418146,0.0020776898051125038,0.018086,2.2599025365487944e-06,No Movement
"0       0.000
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.000524868782804299,0.0011331124785420657,0.0062380000000000005,7.794577033612396e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005168707823044239,0.0010591401255493123,0.005556,6.942396601274522e-07,No Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.001
4      -0.002
        ...  
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005091227193201699,0.0010280949640895064,0.005265000000000001,6.578782956391354e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.001
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005141214696325919,0.0010482666808791737,0.005453,6.81369486442584e-07,No Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.002
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.000493376655836041,0.0010545229349544342,0.005422000000000001,6.774959390228665e-07,No Movement
"0      -0.002
1      -0.001
2      -0.002
3      -0.001
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005023744063984004,0.0010332264324845759,0.005280000000000001,6.597525927777085e-07,No Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.002
4      -0.001
        ...  
3996   -0.001
3997   -0.002
3998   -0.001
3999   -0.002
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005151212196950763,0.0010546723621827358,0.005511,6.886167687117331e-07,No Movement
"0      -0.002
1      -0.002
2      -0.001
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005078730317420645,0.0014872795634563905,0.00988,1.2345370486067724e-06,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.003
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005021244688827793,0.0013520569461023541,0.008321,1.0397350993377484e-06,No Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.002
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0006708322919270183,0.0007568827730348807,0.004092,5.11308259402724e-07,No Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.003
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.0006098475381154712,0.0014359641366515957,0.009736,1.2165437960764714e-06,No Movement
"0      -0.002
1      -0.002
2      -0.003
3      -0.002
4      -0.002
        ...  
3996   -0.002
3997   -0.002
3998   -0.003
3999   -0.003
4000   -0.003
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005158710322419395,0.0013794239911510745,0.008676,1.0840934649506434e-06,No Movement
"0      -0.003
1      -0.004
2      -0.002
3      -0.003
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005253686578355412,0.0015514247549615235,0.010732000000000002,1.340997126077721e-06,No Movement
"0      -0.001
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.00045713571607098225,0.0011986345121956666,0.006583,8.225665375484193e-07,No Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.001
4      -0.001
        ...  
3996   -0.003
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005073731567108223,0.0011510899717091004,0.0063300000000000006,7.909533924778209e-07,No Movement
"0      -0.002
1      -0.002
2      -0.003
3      -0.003
4      -0.003
        ...  
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.004,-0.0004998750312421895,0.0013479846009427946,0.008268000000000001,1.0331125827814572e-06,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.004,-0.0004793801549612597,0.0013773660427410267,0.008508,1.0631013369986256e-06,No Movement
"0      -0.002
1      -0.001
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.003
3997   -0.003
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005231192201949513,0.0012619539880807825,0.007465,9.327752092965139e-07,No Movement
"0      -0.003
1      -0.002
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005233691577105723,0.0011506590485189413,0.006392,7.98700487317256e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005093726568357911,0.001115111936687149,0.006012,7.512182931400724e-07,No Movement
"0      -0.002
1      -0.002
2      -0.001
3      -0.001
4      -0.002
        ...  
3996   -0.002
3997   -0.001
3998   -0.002
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004921269682579355,0.001090642241926761,0.0057269999999999995,7.156066475071847e-07,No Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.000649087728067983,0.0008466580139299823,0.004553,5.689116581282019e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.002
        ...  
3996   -0.003
3997   -0.003
3998   -0.003
3999   -0.002
4000   -0.003
Name: 2, Length: 4001, dtype: float64",0.004,-0.0004463884028992752,0.0012720800203232002,0.00727,9.084093464950644e-07,No Movement
"0      -0.003
1      -0.003
2      -0.003
3      -0.003
4      -0.003
        ...  
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.004,-0.0005716070982254436,0.0017538339834743775,0.013611,1.700737223541172e-06,No Movement
"0      -0.002
1      -0.003
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005373656585853537,0.0012472633877855842,0.007378000000000001,9.219042858927903e-07,No Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.001
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004796300924768808,0.0011446167319824642,0.006161,7.698363113832313e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.002
3997   -0.002
3998   -0.002
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005168707823044239,0.0010987619421642765,0.0058980000000000005,7.369736348869175e-07,No Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005053736565858535,0.0010681917508555527,0.005586,6.979882544045983e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3       0.000
4      -0.001
        ...  
3996   -0.002
3997   -0.002
3998   -0.001
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005243689077730567,0.0011115163102145787,0.0060420000000000005,7.549668874172186e-07,No Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0004871282179455136,0.001130219790928317,0.006059,7.570910908409346e-07,No Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004708822794301425,0.001123483175836827,0.005936,7.417218543046358e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005291177205698575,0.0011849955469909594,0.006737,8.418093215044358e-07,No Movement
"0      -0.001
1       0.000
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.001
3997    0.001
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.006,-0.0006123469132716821,0.002742979678309902,0.031596,3.948019492690241e-06,No Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.001
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.002,-0.00047588102974256436,0.0010844264059135316,0.00561,7.009871298263152e-07,No Movement
"0       0.001
1       0.000
2       0.001
3       0.001
4       0.000
        ...  
3996    0.001
3997    0.001
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.00048662834291427143,0.001080455299439305,0.0056170000000000005,7.01861801824316e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.002
4       0.001
        ...  
3996    0.001
3997    0.001
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0004981254686328418,0.0010703078927363316,0.005575,6.966137698363114e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.002
        ...  
3996    0.001
3997    0.001
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.00047763059235191203,0.0010886055229071153,0.005653,7.063601149568912e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.002
        ...  
3996    0.000
3997    0.000
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.000488127968007998,0.001112843888252119,0.005907000000000001,7.380982131700613e-07,No Movement
"0       0.001
1       0.001
2       0.000
3       0.001
4       0.001
        ...  
3996    0.001
3997    0.001
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005111222194451387,0.0010917594814374972,0.0058130000000000005,7.263526177683369e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3996    0.001
3997    0.001
3998    0.002
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.00048612846788302925,0.0011626994592292012,0.006353,7.938273147569661e-07,No Movement
"0       0.001
1       0.000
2       0.001
3       0.000
4       0.000
        ...  
3996    0.000
3997    0.000
3998    0.001
3999    0.000
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.01,-0.0005376155961009748,0.002031907284596593,0.017671,2.208046982381607e-06,No Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3996    0.001
3997    0.002
3998    0.001
3999    0.001
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.00045988502874281433,0.0012796299804155517,0.007396,9.241534424590778e-07,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.001
        ...  
3996    0.002
3997    0.002
3998    0.002
3999    0.002
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004826293426643339,0.0011669450221963298,0.006379,7.970760964638261e-07,No Movement
"0       0.001
1       0.000
2       0.001
3       0.001
4       0.001
        ...  
3996    0.001
3997    0.000
3998    0.000
3999    0.000
4000    0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0006145963509122719,0.0016321540654229555,0.012167,1.5203048856678746e-06,No Movement
"0       0.001
1       0.001
2       0.001
3       0.001
4       0.000
        ...  
3996   -0.001
3997    0.000
3998   -0.001
3999    0.000
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.007,-0.00047763059235191203,0.0017616929313884057,0.013327,1.665250531050856e-06,No Movement
"0       0.000
1      -0.001
2      -0.002
3      -0.002
4      -0.002
        ...  
3996    0.001
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005236190952261935,0.0012284154422976298,0.007133,8.912907659627639e-07,No Movement
"0       0.000
1       0.000
2       0.000
3      -0.001
4      -0.001
        ...  
3996   -0.002
3997   -0.002
3998   -0.001
3999   -0.002
4000   -0.003
Name: 2, Length: 4001, dtype: float64",0.004,-0.0004976255936015996,0.0015828950883696631,0.011013,1.3761089591403225e-06,No Movement
"0      -0.002
1      -0.003
2      -0.002
3      -0.002
4      -0.003
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.000464383904023994,0.0013642923721038885,0.008308,1.0381107084843183e-06,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.002
        ...  
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.000551612096975756,0.001189494861482649,0.006876999999999999,8.593027614644508e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.000
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.0004948762809297676,0.0011099712793310307,0.005908,7.382231663126328e-07,No Movement
"0      -0.002
1      -0.002
2      -0.001
3      -0.002
4      -0.002
        ...  
3996    0.000
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004888777805548613,0.0011612229610667682,0.006350000000000001,7.934524553292516e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.001
3997    0.000
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.000504123969007748,0.0011397567673095182,0.006213,7.763338747969511e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0004871282179455136,0.0011146285371396376,0.005919000000000001,7.395976508809197e-07,No Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004661334666333417,0.0011708609102631295,0.006353,7.938273147569661e-07,No Movement
"0       0.000
1       0.000
2       0.001
3       0.001
4       0.000
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.001
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.002,-0.0006563359160209948,0.0009831660445378577,0.0055899999999999995,6.984880669748844e-07,No Movement
"0      -0.002
1      -0.002
2      -0.001
3      -0.002
4      -0.001
        ...  
3996   -0.001
3997    0.000
3998    0.000
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.00048187953011747064,0.0013271149409464801,0.007974,9.963763588654255e-07,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3996    0.000
3997    0.001
3998    0.000
3999    0.000
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005153711572106973,0.0014035049584728532,0.008942,1.117331000874672e-06,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004896275931017246,0.0012010224337115566,0.006729,8.408096963638635e-07,No Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004948762809297676,0.0011834425380810702,0.006582,8.224415844058478e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997    0.000
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004991252186953262,0.0012825996002519097,0.007577,9.467699612645258e-07,No Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.004,-0.0004558860284928768,0.0013596381765040464,0.008226,1.0278645507934525e-06,No Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.0005063734066483379,0.0010906520387055703,0.005784,7.227289766337624e-07,No Movement
"0      -0.002
1      -0.001
2      -0.002
3      -0.001
4      -0.002
        ...  
3996    0.000
3997    0.000
3998    0.000
3999    0.000
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.004,-0.00048087978005498624,0.0013638903276266578,0.008366,1.0453579907534674e-06,No Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4       0.000
        ...  
3996    0.000
3997   -0.001
3998   -0.001
3999    0.000
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005113721569607598,0.0013167889510907096,0.007982,9.973759840059977e-07,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.002
3998   -0.001
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004811297175706074,0.0011457339671228856,0.006177,7.718355616643759e-07,No Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.000
        ...  
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.000628092976755811,0.0007938202487674157,0.004099,5.121829314007248e-07,No Movement
"0      -0.002
1      -0.002
2      -0.001
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.002,-0.000472381904523869,0.0010626850662884427,0.005410000000000001,6.759965013120081e-07,No Movement
"0      -0.002
1      -0.001
2      -0.001
3      -0.002
4      -0.001
        ...  
3996   -0.006
3997   -0.006
3998   -0.006
3999   -0.007
4000   -0.007
Name: 2, Length: 4001, dtype: float64",0.006,-0.00042764308922769306,0.0018995593353677727,0.015165000000000001,1.8949144070973386e-06,No Movement
"0      -0.007
1      -0.007
2      -0.007
3      -0.007
4      -0.008
        ...  
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
4000    0.000
Name: 2, Length: 4001, dtype: float64",0.006,-0.0004956260934766308,0.002172451003856925,0.019860999999999997,2.4816943646132694e-06,No Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.002,-0.00048787803049237693,0.0010324318481719362,0.005216,6.517555916531301e-07,No Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.002
4      -0.001
        ...  
3996    0.000
3997    0.001
3998    0.000
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.009,-0.00041289677580604847,0.0018865242197205162,0.014918,1.8640509808821693e-06,No Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.000
3997    0.000
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.006,-0.0005131217195701074,0.002101758853301359,0.018723,2.3394976883668626e-06,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0005383654086478381,0.0013416744118612159,0.00836,1.0446082718980383e-06,No Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3996   -0.001
3997   -0.002
3998   -0.002
3999   -0.002
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.00046138465383654086,0.0011843018965848346,0.006462,8.074472072972635e-07,No Movement
"0      -0.002
1      -0.002
2      -0.002
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
4000   -0.002
Name: 2, Length: 4001, dtype: float64",0.003,-0.00046838290427393155,0.0011388865656190975,0.006066,7.579657628389354e-07,No Movement
"0      -0.002
1      -0.001
2      -0.001
3      -0.002
4      -0.002
        ...  
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
4000   -0.001
Name: 2, Length: 4001, dtype: float64",0.003,-0.0004998750312421895,0.001157178674353665,0.006356,7.942021741846807e-07,No Movement
